Rank|Song|Total Points|Number Ones|Total Listeners
4514|Rihanna - Disturbia|1.0|0|1
4514|Rihanna - Don't Stop The Music|1.0|0|1
4514|Rihanna - Never Ending|1.0|0|1
4514|Rihanna - Only Girl (In The World)|1.0|0|1
4514|Rihanna - Rude Boy|1.0|0|1
4514|Rihanna - Same Ol' Mistakes|1.0|0|1
4514|Rihanna - Same ol' Mistakes|1.0|0|1
4514|Rihanna - Take a Bow|1.0|0|1
4514|Rihanna - Yeah, I Said It|1.0|0|1
4514|Rihanna feat. SZA - Consideration|1.0|0|1
4514|Rilo Kiley - Portions For Foxes|1.0|0|1
4514|Rina Sawayama - Tunnel Vision (feat. Shamir)|1.0|0|1
4514|Rita Ora - Your Song|1.0|0|1
4514|Rob Base & DJ EZ Rock - It Takes Two|1.0|0|1
4514|Robbie Fulks - Goin' Back To Indiana|1.0|0|1
4514|Robbie Fulks - Happy|1.0|0|1
4514|Robbie Williams - Angels|1.0|0|1
4514|Robbie Williams - Candy|1.0|0|1
4514|Robbie Williams - Feel|1.0|0|1
4514|Robbie Williams - Let Me Entertain You|1.0|0|1
4514|Robbie Williams - Rock DJ|1.0|0|1
4514|Robert DeLong - Don't Wait Up|1.0|0|1
4514|Robin Schulz - Waves (Robin Schulz Remix)|1.0|0|1
4514|Robyn - Hang with Me|1.0|0|1
4514|Robyn - None Of Dem|1.0|0|1
4514|Rod Stewart - Young Turks - 2008 Version|1.0|0|1
4514|Ron Gallo - Happy Kid|1.0|0|1
4514|Ron Gallo - Kill The Medicine Man|1.0|0|1
4514|Ron Gallo - Put The Kids To Bed|1.0|0|1
4514|Ron Gallo - Young Lady, You're Scaring Me|1.0|0|1
4514|Roosevelt - Teardrops|1.0|0|1
4514|Rootkit - Levitate (feat. Tylor Maurer)|1.0|0|1
4514|Rosemary & Garlic - Old Now|1.0|0|1
4514|Roshelle - Drink|1.0|0|1
4514|Rostam - Never Going To Catch Me|1.0|0|1
4514|ROTANA - in The morning (demo)|1.0|0|1
4514|Roy Orbison - You Got It|1.0|0|1
4514|Royal Blood - I Only Lie When I Love You|1.0|0|1
4514|Royce da 5'9" - Dumb (feat. Boogie)|1.0|0|1
4514|Royce da 5'9" - Stay Woke (feat. Ashley Sorrell)|1.0|0|1
4514|Rub!k - Colour Theory|1.0|0|1
4514|Run The Jewels - Run The Jewels|1.0|0|1
4514|RuPaul - Read U Wrote U (Ellis Miah Mix) (feat. The Cast Of RuPaul's Drag Race All Stars, Season 2)|1.0|0|1
4514|RuPaul - Sissy That Walk|1.0|0|1
4514|RuPaul Reveals His Top 3 Most Shocking 'Drag Race' Moments, Heroic Moments - Entertainment Weekly|1.0|0|1
4514|RuPaul's Drag Race - 10 Greatest Entrances|1.0|0|1
4514|Rush - Chemistry|1.0|0|1
4514|Rush - The Analog Kid|1.0|0|1
4514|Russ - Basement|1.0|0|1
4514|Russ - What They Want|1.0|0|1
4514|Rusted Root - Send Me On My Way|1.0|0|1
4514|Ryan Gosling - City Of Stars - From "La La Land" Soundtrack|1.0|0|1
4514|Ryan Hurd - Diamonds or Twine|1.0|0|1
4514|Röyksopp & Robyn - Sayit|1.0|0|1
4514|Saara Aalto - Domino|1.0|0|1
4514|Saara Aalto - Queens|1.0|0|1
4514|Saba - LOGOUT (feat. Chance The Rapper)|1.0|0|1
4514|Sabina Ddumba - Effortless|1.0|0|1
4514|Sabina Ddumba - Not Too Young|1.0|0|1
4514|Sabrina Carpenter - Can't Blame a Girl for Trying|1.0|0|1
4514|Sabrina Carpenter - Eyes Wide Open|1.0|0|1
4514|Sabrina Carpenter - On Purpose|1.0|0|1
4514|Sabrina Carpenter - Smoke and Fire|1.0|0|1
4514|Sabrina Carpenter - Thumbs|1.0|0|1
4514|Sabrina Carpenter - Why|1.0|0|1
4514|Sabrina Carpenter x Jonas Blue - Alien|1.0|0|1
4514|Sade - Your Love Is King|1.0|0|1
4514|Saint Motel - Ace in The Hole|1.0|0|1
4514|Saint Motel - Puzzle Pieces|1.0|0|1
4514|SALES - be my baby|1.0|0|1
4514|SALES - big sis|1.0|0|1
4514|SALES - Checkin' Out|1.0|0|1
4514|SALES - Crash|1.0|0|1
4514|SALES - Ivy|1.0|0|1
4514|SALES - jamz|1.0|0|1
4514|SALES - Mondays|1.0|0|1
4514|SALES - Off and On|1.0|0|1
4514|SALES - Pope Is a Rockstar|1.0|0|1
4514|SALES - Thurs 6-25|1.0|0|1
4514|SALES - Trapped in a Club|1.0|0|1
4514|SALES - Untitled 01|1.0|0|1
4514|Sam Feldt - Down For Anything (feat. KARRA)|1.0|0|1
4514|Sam Lachow - Brand New Bike (feat. Ariana Deboo)|1.0|0|1
4514|Sam Smith - Too Good at Goodbyes|1.0|0|1
4514|Samantha Barks - On My Own|1.0|0|1
4514|San Holo - Light|1.0|0|1
4514|Santana - Oye Como Va|1.0|0|1
4514|Santigold - Banshee|1.0|0|1
4514|Santigold - Shove It (feat. Spank Rock)|1.0|0|1
4514|Santigold - Unstoppable|1.0|0|1
4514|Sara Bareilles - Gravity|1.0|0|1
4514|Sarah McLachlan - Adia|1.0|0|1
4514|Sarah McLachlan - Building a Mystery|1.0|0|1
4514|Sarah McLachlan - Do What You Have To Do|1.0|0|1
4514|Sarah McLachlan - Full Of Grace|1.0|0|1
4514|Sarah McLachlan - I Love You|1.0|0|1
4514|Sarah McLachlan - Last Dance|1.0|0|1
4514|Sarah McLachlan - Witness|1.0|0|1
4514|Sasha Sloan - Normal|1.0|0|1
4514|Say Anything - People Like You Are Why People Like Me Exist|1.0|0|1
4514|SBTRKT - NEW DORP. NEW YORK|1.0|0|1
4514|Scarlett Johansson - The Moon Song - Film Version|1.0|0|1
4514|ScHoolboy Q - Black THougHts|1.0|0|1
4514|ScHoolboy Q - Collard Greens|1.0|0|1
4514|ScHoolboy Q - Man Of The Year|1.0|0|1
4514|Scott Simmons - NAB2018 Mindhunter Interview|1.0|0|1
4514|Screamin Rachael - Love You Tonight|1.0|0|1
4514|Screaming Females - Black Moon|1.0|0|1
4514|Screaming Females - Hopeless|1.0|0|1
4514|Screaming Females - Soft Domination|1.0|0|1
4514|Seals & Crofts - Summer Breeze|1.0|0|1
4514|Sean Paul - She Doesn't Mind (Pop Radio Edit)|1.0|0|1
4514|Season Five Hot Sauce Lineup, REVEALED - Hot Ones|1.0|0|1
4514|Sebastian Williams - more proof that raini rodriguez singing fits with any song|1.0|0|1
4514|Selena Gomez & The Scene - Live Like There's No Tomorrow|1.0|0|1
4514|Selena Gomez & The Scene - Rock God|1.0|0|1
4514|Selena Gomez & The Scene - Who Says|1.0|0|1
4514|Selena Gomez - Come & Get It|1.0|0|1
4514|Selena Gomez - Do It|1.0|0|1
4514|Selena Gomez - Good For You (feat. A$AP Rocky)|1.0|0|1
4514|September - Cry For You|1.0|0|1
4514|Seun Kuti - Kuku Kee Me|1.0|0|1
4514|Sevdaliza - 5d|1.0|0|1
4514|Sevdaliza - Energ1|1.0|0|1
4514|Sevdaliza - Human Nature|1.0|0|1
4514|Sevdaliza - Observer|1.0|0|1
4514|Sevdaliza - Soothsayer|1.0|0|1
4514|Sevdaliza - Soul Syncable|1.0|0|1
4514|Sevdaliza - Voodoov|1.0|0|1
4514|Seven Lions - The Sirens|1.0|0|1
4514|Seventeen - CLAP|1.0|0|1
4514|Seventeen - VERY NICE|1.0|0|1
4514|Shakira - Don't Bother|1.0|0|1
4514|Shakira - Hips Don't Lie (feat. Wyclef Jean)|1.0|0|1
4514|Shakira - La Tortura - Shaketon Remix|1.0|0|1
4514|Shakira - Te Aviso, Te Anuncio (Tango)|1.0|0|1
4514|Shallou - . . . Love|1.0|0|1
4514|Shallou - Last Day . . .|1.0|0|1
4514|Shallou - You and Me|1.0|0|1
4514|Shania Twain - I'm Alright|1.0|0|1
4514|Shania Twain - Man! I Feel Like a Woman|1.0|0|1
4514|Shannon Lay - Recording 15|1.0|0|1
4514|Shapeshifters - Lola's Theme|1.0|0|1
4514|Sharon Jones and The Dap-Kings - These Tears (No Longer For You)|1.0|0|1
4514|Sharon Van Etten - Break Me|1.0|0|1
4514|Sharon Van Etten - I Know|1.0|0|1
4514|Sharon Van Etten - I Love You But I'm Lost|1.0|0|1
4514|Sharon Van Etten - I Wish I Knew|1.0|0|1
4514|Sharon Van Etten - Nothing Will Change|1.0|0|1
4514|Sharon Van Etten - The End Of The World|1.0|0|1
4514|Sharon Van Etten - You Know Me Well|1.0|0|1
4514|Shaun Frank - Ocean Drive (Shaun Frank Remix)|1.0|0|1
4514|Shawn Mendes Reveals a New Side Of Himself While Eating Spicy Wings - Hot Ones|1.0|0|1
4514|She - By Your Side|1.0|0|1
4514|Sheryl Crow - C'mon C'mon|1.0|0|1
4514|Sheryl Crow - It's So Easy|1.0|0|1
4514|Sheryl Crow - Safe And Sound|1.0|0|1
4514|Sheryl Crow - Soak Up The Sun - Vocals Up Album Version|1.0|0|1
4514|Sheryl Crow - Steve McQueen|1.0|0|1
4514|Sheryl Crow - You're An Original|1.0|0|1
4514|Shura - Nothing's Real|1.0|0|1
4514|Shura - What Happened To Us?|1.0|0|1
4514|Shy FX - Shake UR Body (feat. Di)|1.0|0|1
4514|Shy Girls - Trivial Motion|1.0|0|1
4514|Shy Luv - Joy Rider|1.0|0|1
4514|Sia - Alive|1.0|0|1
4514|Sia - Bring Night|1.0|0|1
4514|Sia - House on Fire|1.0|0|1
4514|Sia - One Million Bullets|1.0|0|1
4514|Sia - Soon We'll Be Found|1.0|0|1
4514|Sia - To Be Human|1.0|0|1
4514|Sia - Unstoppable|1.0|0|1
4514|Sigala - Came Here For Love (feat. Ella Eyre)|1.0|0|1
4514|Sigala - Lullaby|1.0|0|1
4514|Sigrid - Raw (Lyrics)|1.0|0|1
4514|Sigur Rós - Gong|1.0|0|1
4514|Silversun Pickups - Cradle (Better Nature)|1.0|0|1
4514|Simon On The Moon - Hooked|1.0|0|1
4514|Simply Red - Fairground - 2008 Greatest Hits Version|1.0|0|1
4514|Sir Sly - 2am|1.0|0|1
4514|Sir Sly - Astronaut|1.0|0|1
4514|Sir Sly - High|1.0|0|1
4514|SISTAR - Give It To Me|1.0|0|1
4514|SISTAR - I LIKE THAT|1.0|0|1
4514|SISTAR - SHAKE IT|1.0|0|1
4514|Sixpence None The Richer - There She Goes|1.0|0|1
4514|Skegss - My Face|1.0|0|1
4514|Skrillex - Where Are Ü Now|1.0|0|1
4514|Skrillex - Where Are Ü Now (with Justin Bieber)|1.0|0|1
4514|Sky Ferreira - 24 Hours|1.0|0|1
4514|Sky Ferreira - You're Not The One|1.0|0|1
4514|Skylar Grey - Cannonball|1.0|0|1
4514|Skylar Spence - Fiona Coyne|1.0|0|1
4514|Skylar Spence - Private Caller|1.0|0|1
4514|Sleep - Giza Butler|1.0|0|1
4514|Sleep - The Botanist|1.0|0|1
4514|Sleep Clinic Roleplay - Trigger Test (Whispered)|1.0|0|1
4514|Slick Rick - Children's Story|1.0|0|1
4514|slnm - duet|1.0|0|1
4514|Slowdive - Ballad Of Sister Sue|1.0|0|1
4514|Slowdive - Don't Know Why|1.0|0|1
4514|Slowdive - Machine Gun|1.0|0|1
4514|Slowdive - Melon Yellow|1.0|0|1
4514|Slowdive - Primal|1.0|0|1
4514|Slowdive - Sing|1.0|0|1
4514|Slowdive - Spanish Air|1.0|0|1
4514|slushii - Fired Up|1.0|0|1
4514|Smallpools - Killer Whales|1.0|0|1
4514|Smallpools - Passenger Side|1.0|0|1
4514|Smash Mouth - All Star|1.0|0|1
4514|Smash Mouth - Walkin' On The Sun|1.0|0|1
4514|Smeerlapp - Feel It Still (Smeerlapp Remix)|1.0|0|1
4514|Smokey Robinson and The Miracles - You've Really Got a Hold on Me|1.0|0|1
4514|Snakehips - All My Friends|1.0|0|1
4514|Snarky Puppy - Beep Box|1.0|0|1
4514|Snarky Puppy - Big Ugly|1.0|0|1
4514|Snarky Puppy - Gemini|1.0|0|1
4514|Snarky Puppy - Grown Folks|1.0|0|1
4514|Snarky Puppy - GØ|1.0|0|1
4514|Snarky Puppy - Palermo|1.0|0|1
4514|Snarky Puppy - SEMENTE|1.0|0|1
4514|Snarky Puppy - TAROVA|1.0|0|1
4514|Snarky Puppy - The Simple Life|1.0|0|1
4514|Snatch Game All Time Favorites - RuPaul's Drag Race | Now on VH1|1.0|0|1
4514|Snow Patrol - Life On Earth|1.0|0|1
4514|Soak - Sea Creatures|1.0|0|1
4514|Soccer Mommy - Wildflowers|1.0|0|1
4514|Social Distortion - I Was Wrong|1.0|0|1
4514|Sofi Tukker - The Dare|1.0|0|1
4514|Sofi Tukker feat. Nervo, The Knocks & Alisa Ueno - Best Friend|1.0|0|1
4514|Sofia Reyes - Conmigo (Rest Of Your Life)|1.0|0|1
4514|Soft Machine - Hazard Profile Part 2 (Toccatina)|1.0|0|1
4514|Some Velvet Sidewalk - Loch Ness|1.0|0|1
4514|Somewhere Else - Glue|1.0|0|1
4514|SONAMOO - I Like U Too Much|1.0|0|1
4514|Sonny Rhodes - Firefly - Main Title|1.0|0|1
4514|Sons Of Kemet - My Queen Is Ada Eastman|1.0|0|1
4514|Sons Of Kemet - My Queen Is Anna Julia Cooper|1.0|0|1
4514|Sons Of Kemet - My Queen Is Harriet Tubman|1.0|0|1
4514|Sons Of Kemet - My Queen Is Mamie Phipps Clark|1.0|0|1
4514|Sophie Ellis-Bextor - Murder on The Dancefloor|1.0|0|1
4514|Sophie Simmons - Burn Me Down|1.0|0|1
4514|Soulja Boy - Kiss Me Thru The Phone|1.0|0|1
4514|SOUNDTRACK/CAST ALBUM - Dentist!|1.0|0|1
4514|Spacehog - In The Meantime|1.0|0|1
4514|Speedy Ortiz - Lean In When I Suffer|1.0|0|1
4514|Speedy Ortiz - Lucky 88|1.0|0|1
4514|Spencer Brown - Embarcadero - Original Mix|1.0|0|1
4514|Spencer Brown - Will I Ever Find Love|1.0|0|1
4514|Spencer Ludwig - Just Wanna Dance|1.0|0|1
4514|Spiritualized - Ladies and Gentlemen We Are Floating in Space|1.0|0|1
4514|Sponge - Plowed|1.0|0|1
4514|Spoon - Hot Thoughts|1.0|0|1
4514|Spoon - WhisperI'lllistentohearit|1.0|0|1
4514|St. Beauty - Borders|1.0|0|1
4514|St. Beauty - Caught|1.0|0|1
4514|St. Beauty - Colors|1.0|0|1
4514|St. Beauty - For What (Intro)|1.0|0|1
4514|St. Beauty - Not Discuss It|1.0|0|1
4514|St. Beauty - Poor Little Rich Girl (Interlude)|1.0|0|1
4514|St. Beauty - Stone Mountain|1.0|0|1
4514|St. Beauty - Tides (feat. Deanté Hitchcock)|1.0|0|1
4514|St. Germain - Rose Rouge|1.0|0|1
4514|St. Lucia - Dancing On Glass|1.0|0|1
4514|St. Lucia - Physical|1.0|0|1
4514|St. Lucia - The Night Comes Again|1.0|0|1
4514|St. Vincent - And Then She Kissed Me|1.0|0|1
4514|St. Vincent - Hang on Me|1.0|0|1
4514|St. Vincent - Smoking Section|1.0|0|1
4514|Starchild & The New Romantic - Hangin On|1.0|0|1
4514|Starfucker - Open Your Eyes|1.0|0|1
4514|Stars Of The Lid - Articulate Silences, Pt. 2|1.0|0|1
4514|Stars Of The Lid - Even If You're Never Awake|1.0|0|1
4514|Steely Dan - Brooklyn (Owes The Charmer Under Me)|1.0|0|1
4514|Steely Dan - Midnite Cruiser|1.0|0|1
4514|Steely Dan - My Rival|1.0|0|1
4514|Stellar - Crying|1.0|0|1
4514|Stephen - Fly Down|1.0|0|1
4514|Stephen Schwartz - Defying Gravity - From "Wicked" Original Broadway Cast Recording/2003|1.0|0|1
4514|Steppenwolf - Magic Carpet Ride|1.0|0|1
4514|Steriogram - Walkie Talkie Man|1.0|0|1
4514|Steve Miller Band - Blue Odyssey|1.0|0|1
4514|Steve Miller Band - Sweet Maree|1.0|0|1
4514|Steve Miller Band - The Window|1.0|0|1
4514|Steven Wilson - 3 Years Older|1.0|0|1
4514|Steven Wilson - Ascendant Here On...|1.0|0|1
4514|Steven Wilson - First Regret / 3 Years Older|1.0|0|1
4514|Steven Wilson - Happy Returns|1.0|0|1
4514|Steven Wilson - Happy Returns / Ascendant Here On...|1.0|0|1
4514|Steven Wilson - Home Invasion|1.0|0|1
4514|Steven Wilson - Home Invasion / Regret #9|1.0|0|1
4514|Steven Wilson - People Who Eat Darkness|1.0|0|1
4514|Steven Wilson - Regret #9|1.0|0|1
4514|Steven Wilson - The Same Asylum as Before|1.0|0|1
4514|Stevie Wonder - Contusion|1.0|0|1
4514|Stevie Wonder - Have a Talk with God|1.0|0|1
4514|Stevie Wonder - I Wish|1.0|0|1
4514|Stevie Wonder - Isn't She Lovely|1.0|0|1
4514|Stevie Wonder - Love's in Need Of Love Today|1.0|0|1
4514|Stevie Wonder - Superstition Version|1.0|0|1
4514|Sticky Bun - SNL|1.0|0|1
4514|Sting - 16 Fathoms (with Shaggy)|1.0|0|1
4514|Sting - 22nd Street (with Shaggy)|1.0|0|1
4514|Sting - Crooked Tree (with Shaggy)|1.0|0|1
4514|Sting - Don't Make Me Wait (with Shaggy)|1.0|0|1
4514|Sting - Dreaming In The U.S.A. (with Shaggy)|1.0|0|1
4514|Sting - If You Can't Find Love (with Shaggy)|1.0|0|1
4514|Sting - Just One Lifetime (with Shaggy)|1.0|0|1
4514|Sting - Love Changes Everything (with Shaggy)|1.0|0|1
4514|Sting - Night Shift (with Shaggy)|1.0|0|1
4514|Sting - Sad Trombone (with Shaggy)|1.0|0|1
4514|Sting - To Love And Be Loved (with Shaggy)|1.0|0|1
4514|Stingray Music - I've Told Every Little Star (In The Style Of "Linda Scott")|1.0|0|1
4514|Stolen Jars - Afterlight|1.0|0|1
4514|Stolen Jars - Another November|1.0|0|1
4514|Stolen Jars - Gone Away|1.0|0|1
4514|Stolen Jars - Long New York|1.0|0|1
4514|Stolen Jars - Waves|1.0|0|1
4514|str8Ø8 - famous dex - pick it up (baile flip)|1.0|0|1
4514|Stromae - Ave Cesaria|1.0|0|1
4514|Stromae - Avf|1.0|0|1
4514|Stromae - Bâtard|1.0|0|1
4514|Stromae - Formidable|1.0|0|1
4514|Stromae - Humain à l'eau|1.0|0|1
4514|Stromae - Merci|1.0|0|1
4514|Stromae - Moules frites|1.0|0|1
4514|Stromae - Papaoutai|1.0|0|1
4514|Stromae - Quand c'est ?|1.0|0|1
4514|Stromae - Sommeil|1.0|0|1
4514|Stromae - Tous les mêmes|1.0|0|1
4514|Studio Killers - Eros and Apollo|1.0|0|1
4514|Styx - Renegade|1.0|0|1
4514|Sublime - Santeria|1.0|0|1
4514|Sufjan Stevens - The Transfiguration|1.0|0|1
4514|Sufjan Stevens - Tonya Harding (In D major)|1.0|0|1
4514|Sugar Candy Mountain - Summer Of Our Discontent|1.0|0|1
4514|Suicide - Ghost Rider - 1998 Remastered Version|1.0|0|1
4514|Sun-El Musician - Random|1.0|0|1
4514|Sun-El Musician - With you|1.0|0|1
4514|Sundara Karma - Flame|1.0|0|1
4514|Sunflower Bean - Crisis Fest|1.0|0|1
4514|Sunny Day Real Estate - Days Were Golden|1.0|0|1
4514|Super Junior - Sexy, Free & Single|1.0|0|1
4514|SUPERFRUIT - Sexy Ladies|1.0|0|1
4514|SUPERFRUIT - Worth It (Perfect)|1.0|0|1
4514|Superorganism - Night Time|1.0|0|1
4514|SuperParka - Skip|1.0|0|1
4514|Supersimplesongs - Top 10 Counting Songs from Super Simple Songs|1.0|0|1
4514|Supertramp - Breakfast In America - Remastered|1.0|0|1
4514|Susanne Sundfør - Accelerate|1.0|0|1
4514|Susanne Sundfør - Darlings|1.0|0|1
4514|Susanne Sundfør - Delirious|1.0|0|1
4514|Susanne Sundfør - Fade Away|1.0|0|1
4514|Susanne Sundfør - Insects|1.0|0|1
4514|Susanne Sundfør - Kamikaze|1.0|0|1
4514|Susanne Sundfør - Memorial|1.0|0|1
4514|Susanne Sundfør - Silencer|1.0|0|1
4514|Susanne Sundfør - Slowly|1.0|0|1
4514|Susanne Sundfør - Trust Me|1.0|0|1
4514|Suzanne Vega - Tom's Diner|1.0|0|1
4514|Swans - Bring The Sun / Toussaint L'Ouverture|1.0|0|1
4514|Swans - The Beautiful Days|1.0|0|1
4514|Swans - Volcano|1.0|0|1
4514|Swans - Yum-Yab Killers|1.0|0|1
4514|Swedish House Mafia - Antidote (feat. Knife Party)|1.0|0|1
4514|Swedish House Mafia - Atom / Leave The World Behind (Nari & Milani vs. Swedish House Mafia & Laidback Luke)|1.0|0|1
4514|Swedish House Mafia - Beating Of My Heart (Matisse & Sadko Remix) / Sweet Disposition (Matisse & Sadko vs. The Temper Trap)|1.0|0|1
4514|Swedish House Mafia - Don't You Worry Child|1.0|0|1
4514|Swedish House Mafia - Here We Go (feat. Hard Rock Sofa) (Swedish House Mafia Remix)|1.0|0|1
4514|Swedish House Mafia - Kidsos / We Are Your Friends (Sebastian Ingrosso vs. Justice vs. Simian)|1.0|0|1
4514|Swedish House Mafia - Ladi Dadi (Tommy Trash Remix) / Sing2Me / Alright (Tommy Trash vs. Thomas Gold vs. Red Carpet)|1.0|0|1
4514|Swedish House Mafia - One (your name) (feat. Pharrell Williams)|1.0|0|1
4514|Swedish House Mafia - Reach Out / You Got The Love (Sander van Doorn vs. The Source)|1.0|0|1
4514|Swedish House Mafia - Ressurection (Axwell Remix) / Paradise (Axwell vs. Coldplay)|1.0|0|1
4514|Swedish House Mafia - The Wave (Swedish House Mafia Remix)|1.0|0|1
4514|Swedish House Mafia - Tivoli / Walking on a Dream (Steve Angello vs. Empire Of The Sun)|1.0|0|1
4514|Swedish House Mafia - Walking Alone / Miami 2 Ibiza (Dirty South & Those Usual Suspects vs. Swedish House Mafia vs. Tinie Tempah)|1.0|0|1
4514|Swimming Tapes - Tides (Acoustic)|1.0|0|1
4514|Sylvan Esso - Could I Be|1.0|0|1
4514|Sylvan Esso - Dreamy Bruises|1.0|0|1
4514|Sylvan Esso - Dress|1.0|0|1
4514|Sylvan Esso - Hey Mami|1.0|0|1
4514|Sylvan Esso - Wolf|1.0|0|1
4514|Sylvester - You Make Me Feel (Mighty Real)|1.0|0|1
4514|SZA - 20 Something|1.0|0|1
4514|SZA - Doves in The Wind|1.0|0|1
4514|SZA - Doves in The Wind (feat. Kendrick Lamar)|1.0|0|1
4514|SZA - Love Galore (feat. Travis Scott)|1.0|0|1
4514|SZA - Supermodel|1.0|0|1
4514|T-ARA - Lovey-Dovey|1.0|0|1
4514|T-Pain - Buy U a Drank (Shawty Snappin')|1.0|0|1
4514|T-Pain - Pu$$y On The Phone|1.0|0|1
4514|T. Mills - Vans On|1.0|0|1
4514|T. Rex - Bang A Gong (Get It On)|1.0|0|1
4514|T.I. - Be Better Than Me|1.0|0|1
4514|T.I. - Bezzle (feat. Eightball & MJG, Bun B Of UGK)|1.0|0|1
4514|T.I. - Doin' My Job|1.0|0|1
4514|T.I. - I Still Love You|1.0|0|1
4514|T.I. - Kingofdasouth|1.0|0|1
4514|T.I. - Let Me Tell You Something|1.0|0|1
4514|T.I. - Let's Get Away|1.0|0|1
4514|T.I. - Long Live Da Game|1.0|0|1
4514|T.I. - Look What I Got|1.0|0|1
4514|T.I. - T.I. vs. T.I.P.|1.0|0|1
4514|T.Y. - Get Ya Shine On|1.0|0|1
4514|Tabrill - Lossless|1.0|0|1
4514|TACONAFIDE - Tamagotchi|1.0|0|1
4514|Tactical Velcro Opening Secret - Special Forces|1.0|0|1
4514|Taemin - Press Your Number|1.0|0|1
4514|Taio Cruz - Hangover|1.0|0|1
4514|Taking Back Sunday - A Decade Under The Influence - Live From Bamboozle|1.0|0|1
4514|Taking Back Sunday - Cute Without The 'E' (Cut From The Team)|1.0|0|1
4514|Taking Back Sunday - e|1.0|0|1
4514|Tala - Boy|1.0|0|1
4514|Talking Heads - Radio Head - 2005 Remastered Version|1.0|0|1
4514|Tall Heights - Spirit Cold|1.0|0|1
4514|Tally Hall - Who You Are|1.0|0|1
4514|Tally Hall - You|1.0|0|1
4514|Tamar Kaprelian - Poison (Ari, Ari)|1.0|0|1
4514|Tame Impala - Endors Toi|1.0|0|1
4514|Tame Impala - List Of People (To Try And Forget About)|1.0|0|1
4514|Tame Impala - Mind Mischief|1.0|0|1
4514|Tame Impala - Nothing That Has Happened So Far Has Been Anything We Could Control|1.0|0|1
4514|Tame Impala - Reality In Motion|1.0|0|1
4514|Tame Impala - The Moment|1.0|0|1
4514|Tame Impala - The Moment (Music Video)|1.0|0|1
4514|Tank - When We (Remix) (feat. Ty Dolla $ign and Trey Songz)|1.0|0|1
4514|Tavares - More Than A Woman - 2007 Remastered Version Saturday Night Fever|1.0|0|1
4514|Tay-K - I <3 My Choppa - Remix|1.0|0|1
4514|Tayla Parx - Runaway (feat. Khalid)|1.0|0|1
4514|Taylor Swift - Back To December - Acoustic|1.0|0|1
4514|Taylor Swift - Back To December - US Version|1.0|0|1
4514|Taylor Swift - Breathe|1.0|0|1
4514|Taylor Swift - Clean|1.0|0|1
4514|Taylor Swift - Come in with The Rain|1.0|0|1
4514|Taylor Swift - Dear John|1.0|0|1
4514|Taylor Swift - Fearless|1.0|0|1
4514|Taylor Swift - Forever & Always - Piano Version|1.0|0|1
4514|Taylor Swift - Girl at Home|1.0|0|1
4514|Taylor Swift - Haunted|1.0|0|1
4514|Taylor Swift - Haunted - Acoustic|1.0|0|1
4514|Taylor Swift - How You Get The Girl|1.0|0|1
4514|Taylor Swift - I Know Places|1.0|0|1
4514|Taylor Swift - If This Was a Movie|1.0|0|1
4514|Taylor Swift - Innocent|1.0|0|1
4514|Taylor Swift - Jump Then Fall|1.0|0|1
4514|Taylor Swift - Long Live|1.0|0|1
4514|Taylor Swift - Mean|1.0|0|1
4514|Taylor Swift - Mine - US Version|1.0|0|1
4514|Taylor Swift - Ours|1.0|0|1
4514|Taylor Swift - Red - Original Demo Recording|1.0|0|1
4514|Taylor Swift - Safe & Sound - from The Hunger Games Soundtrack|1.0|0|1
4514|Taylor Swift - Sparks Fly|1.0|0|1
4514|Taylor Swift - Starlight|1.0|0|1
4514|Taylor Swift - State Of Grace - Acoustic Version|1.0|0|1
4514|Taylor Swift - Stay Stay Stay|1.0|0|1
4514|Taylor Swift - Superman|1.0|0|1
4514|Taylor Swift - SuperStar|1.0|0|1
4514|Taylor Swift - Teardrops on my Guitar - Pop Version|1.0|0|1
4514|Taylor Swift - The Last Time|1.0|0|1
4514|Taylor Swift - The Moment I Knew|1.0|0|1
4514|Taylor Swift - The Other Side Of The Door|1.0|0|1
4514|Taylor Swift - The Story Of Us - US version|1.0|0|1
4514|Taylor Swift - The Way I Loved You|1.0|0|1
4514|Taylor Swift - Treacherous - Original Demo Recording|1.0|0|1
4514|Taylor Swift - Untouchable|1.0|0|1
4514|Tchami - Alone (feat. Illangelo & Chuck Ellis)|1.0|0|1
4514|Tears for Fears - Head Over Heels - Dave Bascombe 7" N.Mix|1.0|0|1
4514|Teen Daze - Carmel|1.0|0|1
4514|Teen Suicide - xxxxxxx|1.0|0|1
4514|TEEN TOP - 긴 생머리 그녀 (Miss Right)|1.0|0|1
4514|Tennis - Ladies Don't Play Guitar|1.0|0|1
4514|Tennis - Marathon|1.0|0|1
4514|Teriyaki Boyz - Tokyo Drift|1.0|0|1
4514|Teriyaki Boyz - Tokyo Drift (Fast & Furious) - From "The Fast And The Furious: Tokyo Drift" Soundtrack|1.0|0|1
4514|Tevin Campbell - I2I|1.0|0|1
4514|The - millennial whoop|1.0|0|1
4514|The 1975 - An Encounter|1.0|0|1
4514|The 1975 - Chocolate|1.0|0|1
4514|The 1975 - Fallingforyou|1.0|0|1
4514|The 1975 - If I Believe You|1.0|0|1
4514|The 1975 - Menswear|1.0|0|1
4514|The 1975 - Please Be Naked|1.0|0|1
4514|The 1975 - Settle Down|1.0|0|1
